title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Number of Patents,Count,Assignment,Patent No.,Patent Issued,Patent Owner,Patent Extended Period (days),Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext,row_identifier,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Proprietary Name,Active Ingredient/Moiety,Applicant,NDA/BLA,Application Number(1),Application Number(2),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation
Determination of Regulatory Review Period for Purposes of Patent Extension; PORTICO TRANSCATHETER AORTIC VALVE IMPLANT,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for the PORTICO TRANSCATHETER AORTIC VALVE IMPLANT and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11293,2024-03029,https://www.federalregister.gov/documents/2024/02/14/2024-03029/determination-of-regulatory-review-period-for-purposes-of-patent-extension-portico-transcatheter,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03029.pdf,2/14/2024, PORTICO TRANSCATHETER AORTIC VALVE IMPLANT,,Tianlun,PORTICO TRANSCATHETER AORTIC VALVE IMPLANT,5,173,Helen,"9,011,527; 9,039,759; 9,241,791; 9,289,292; and 9,775,707",n/a,,,"St. Jude Medical, Cardiology Division, Inc.",3028,2288,740,2013-06-05,2019-09-09,2021-09-17,PMA P190023,"660; 932; 1,093; 1,459; and 1,486",190023,,,,,,,,,,,,,,,,,,,,,,,,,,
"Determination of Regulatory Review Period for Purposes of Patent Extension; TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MILLIMETERS)",Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MILLIMETERS (MM)) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11291,2024-03032,https://www.federalregister.gov/documents/2024/02/14/2024-03032/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tack-endovascular-system,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03032.pdf,2/14/2024," TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MILLIMETERS)",,Tianlun,"TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MM)",3,176,Helen,"9,974,670; 10,137,013; and 10,271,973",n/a,,,"Intact Vascular, Inc.",1203,1010,193,2016-12-26,2019-10-01,2020-04-10,PMA P190027,"271, 348, or 442",190027,,,,,,,,,,,,,,,,,,,,,,,,,,
Determination of Regulatory Review Period for Purposes of Patent Extension; Rybrevant,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Rybrevant and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 14505,2024-03961,https://www.federalregister.gov/documents/2024/02/27/2024-03961/determination-of-regulatory-review-period-for-purposes-of-patent-extension-rybrevant,https://www.govinfo.gov/content/pkg/FR-2024-02-27/pdf/2024-03961.pdf,2/27/2024, Rybrevant,,Tianlun,Rybrevant (amivantamab-vmjw),1,177,Helen,9593164,n/a,,,"Janssen Biotech, Inc.",1284,1105,179,2017-11-16,2020-11-24,2021-05-21,BLA B761210,546,761210,,,,,,,,,,,Rybrevant,amivantamab-vmjw,"Janssen Biotech, Inc.",BLA,761210,,2020-11-24,2021-05-21,2021,,"RYBREVANT is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy.
This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.",Priority,No,Yes,Yes,No
Determination of Regulatory Review Period for Purposes of Patent Extension; NULIBRY,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for NULIBRY and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 14851,2024-04226,https://www.federalregister.gov/documents/2024/02/29/2024-04226/determination-of-regulatory-review-period-for-purposes-of-patent-extension-nulibry,https://www.govinfo.gov/content/pkg/FR-2024-02-29/pdf/2024-04226.pdf,2/29/2024, NULIBRY,,Tianlun,NULIBRY (fosdenopterin),1,178,Helen,7504095,n/a,,,"Origin Biosciences, Inc.",2815,2572,243,2013-06-15,2020-06-29,2021-02-26,NDA 214018,1529,214018,11/5/2009,Treatment of molybdenum cofactor deficiency type A (MoCD),Designated/Approved,,,to reduce the risk of mortality in patients with molybdenum cofactor deficiency (MoCD) Type A,2/26/2021,2/26/2028,to reduce the risk of mortality in patients with molybdenum cofactor deficiency (MoCD) Type A,"Origin Biosciences, Inc.",Nulibry,fosdenopterin,"Origin Biosciences, Inc.",NDA,214018,,2020-06-29,2021-02-26,2021,,NULIBRY is indicated to reduce the risk of mortality in patients with molybdenum cofactor deficiency (MoCD) Type A.,Priority,Yes,No,Yes,No
Determination of Regulatory Review Period for Purposes of Patent Extension; ISTURISA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ISTURISA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claims that human drug product.",89 FR 14853,2024-04231,https://www.federalregister.gov/documents/2024/02/29/2024-04231/determination-of-regulatory-review-period-for-purposes-of-patent-extension-isturisa,https://www.govinfo.gov/content/pkg/FR-2024-02-29/pdf/2024-04231.pdf,2/29/2024, ISTURISA,,Tianlun,ISTURISA (osilodrostat phosphate),2,180,Helen,"8,314,097; 8,609,862",n/a,,,Recordati AG,4393,4026,367,2008-02-28,2019-03-07,2020-03-06,NDA 212801,1148,212801,9/13/2013,Treatment of Cushing's disease,Designated/Approved,,,ISTURISA is a cortisol synthesis inhibitor indicated for the treatment of adult patients with Cushing¿s disease for whom pituitary surgery is not an option or has not been curative.,3/6/2020,3/6/2027,For the treatment of adult patients with Cushing¿s disease for whom pituitary surgery is not an option or has not been curative.,"Recordati Rare Diseases, Inc",Isturisa,osilodrostat,Novartis Pharmaceuticals Corporation,NDA,212801,,2019-03-07,2020-03-06,2020,,Isturisa is indicated for the treatment of adult patients with Cushing's disease for whom pituitary surgery is not an option or has not been curative,Standard,Yes,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; OPDUALAG,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for OPDUALAG and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 14854,2024-04219,https://www.federalregister.gov/documents/2024/02/29/2024-04219/determination-of-regulatory-review-period-for-purposes-of-patent-extension-opdualag,https://www.govinfo.gov/content/pkg/FR-2024-02-29/pdf/2024-04219.pdf,2/29/2024, OPDUALAG,,Tianlun,OPDUALAG (nivolumab and relatlimab-rmbw),2,182,Helen,"9,505,839 and 10,377,824",n/a,,,Bristol-Myers Squibb Company,3110,2867,243,2013-09-13,2021-07-19,2022-03-18,BLA 761234,552 or 596,761234,8/18/2017,Treatment of stage IIb to IV melanoma,Designated/Approved,,,Treatment of adult and pediatric patients 12 years of age or older with unresectable or metastatic melanoma,3/18/2022,3/18/2029,Treatment of adult and pediatric patients 12 years of age or older with unresectable or metastatic melanoma,Bristol-Myers Squibb Company,Opdualag,nivolumab and relatlimab-rmbw,Bristol-Myers Squibb Company,BLA,761234,,2021-07-19,2022-03-18,2022,,OPDUALAG is indicated for the treatment of adult and pediatric patients 12 years of age or older with unresectable or metastatic melanoma.,Priority,Yes,No,No,Yes
Determination of Regulatory Review Period for Purposes of Patent Extension; MOUNJARO,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for MOUNJARO and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 14856,2024-04157,https://www.federalregister.gov/documents/2024/02/29/2024-04157/determination-of-regulatory-review-period-for-purposes-of-patent-extension-mounjaro,https://www.govinfo.gov/content/pkg/FR-2024-02-29/pdf/2024-04157.pdf,2/29/2024, MOUNJARO,,Tianlun,MOUNJARO (tirzepatide),1,183,Helen,9474780,n/a,,,Eli Lilly and Company,2208,1967,241,2016-04-28,2021-09-15,2022-05-13,NDA 215866,129,215866,,,,,,,,,,,Mounjaro,tirzepatide,Eli Lilly and Company,NDA,215866,,2021-09-15,2022-05-13,2022,,"MOUNJARO is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes
mellitus.
Limitations of Use:
MOUNJARO has not been studied in patients with a history of pancreatitis.
MOUNJARO is not indicated for use in patients with type 1 diabetes mellitus.",Priority (used priority review voucher),No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; SOGROYA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SOGROYA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 14857,2024-04208,https://www.federalregister.gov/documents/2024/02/29/2024-04208/determination-of-regulatory-review-period-for-purposes-of-patent-extension-sogroya,https://www.govinfo.gov/content/pkg/FR-2024-02-29/pdf/2024-04208.pdf,2/29/2024, SOGROYA,,Tianlun,SOGROYA (somapacitan-beco),1,184,Helen,8779109,n/a,,,Novo Nordisk Health Care AG,2200,1833,367,2014-08-22,2019-08-28,2020-08-28,BLA 761156,1284,761156,7/10/1987,1. Treatment of growth failure in children due to inadequate growth hormone secretion 2. Treatment of short stature associated with Turner's syndrome,Designated/Approved,,,Treatment of pediatric patients aged 2.5 years and older who have growth failure due to inadequate secretion of endogenous growth hormone (GH),4/28/2023,,,Novo Nordisk Pharmaceuticals,Sogroya,somapacitan-beco,"Novo Nordisk, Inc.",BLA,761156,,2019-08-28,2020-08-28,2020,,Sogroya is indicated for the replacement of endogenous growth hormone in adults with growth hormone deficiency,Standard,No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; KLISYRI,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for KLISYRI and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 14859,2024-04232,https://www.federalregister.gov/documents/2024/02/29/2024-04232/determination-of-regulatory-review-period-for-purposes-of-patent-extension-klisyri,https://www.govinfo.gov/content/pkg/FR-2024-02-29/pdf/2024-04232.pdf,2/29/2024, KLISYRI,,Tianlun,KLISYRI (tirbanibulin),2,186,Helen,"7,300,931; 7,851,470",n/a,,,Athenex Inc.,4899,4548,351,2007-07-19,2019-12-30,2020-12-14,NDA 213189,1827,213189,,,,,,,,,,,Klisyri,tirbanibulin,"Athenex, Inc.",NDA,213189,,2019-12-30,2020-12-14,2020,,Klisyri is indicated for the topical treatment of actinic keratosis of the face or scalp,Standard,No,No,No,No
Determination of Regulatory Review Period for Purposes of Patent Extension; TEMBEXA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for TEMBEXA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 14861,2024-04205,https://www.federalregister.gov/documents/2024/02/29/2024-04205/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tembexa,https://www.govinfo.gov/content/pkg/FR-2024-02-29/pdf/2024-04205.pdf,2/29/2024, TEMBEXA,,Tianlun,TEMBEXA (brincidofovir),1,187,Helen,9303051,n/a,,,"Chimerix, Inc.",5463,5222,241,2006-06-22,2020-10-07,2021-06-04,NDA 214460,1064,214460,6/5/2018,Treatment of smallpox,Designated/Approved,,,"Treatment of human smallpox disease caused by variola virus in adult and pediatric patients, including neonates",6/4/2021,6/4/2028,"Treatment of human smallpox disease caused by variola virus in adult and pediatric patients, including neonates",Emergent BioDefense Operations Lansing LLC,,,,,,,,,,,,,,,,
