title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date,Title Product,Title Note,Assignment,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat Term Ext
Determination of Regulatory Review Period for Purposes of Patent Extension; QULIPTA,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for QULIPTA and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human drug product.",89 FR 11306,2024-03019,https://www.federalregister.gov/documents/2024/02/14/2024-03019/determination-of-regulatory-review-period-for-purposes-of-patent-extension-qulipta,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03019.pdf,2024-02-14, QULIPTA,,Tianlun,QULIPTA (atogepant),"8,754,096 and 9,499,545",Merck Sharp & Dohme Corp.,"3,374","3,130",244,2012-07-05,2021-01-28,2021-09-28,NDA 215206,"1,008 or 1,166"
Determination of Regulatory Review Period for Purposes of Patent Extension; ERVEBO,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ERVEBO and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 11288,2024-03030,https://www.federalregister.gov/documents/2024/02/14/2024-03030/determination-of-regulatory-review-period-for-purposes-of-patent-extension-ervebo,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03030.pdf,2024-02-14, ERVEBO,,Tianlun,"ERVEBO (Ebola Zaire Vaccine, Live)","8,012,489",Merck Sharp & Dohme Corp.,"1,941","1,783",158,2014-08-28,2019-07-15,2019-12-19,BLA 125690/0,"1,038"
Determination of Regulatory Review Period for Purposes of Patent Extension; WINLEVI,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for WINLEVI and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claim that human drug product.",89 FR 11299,2024-03022,https://www.federalregister.gov/documents/2024/02/14/2024-03022/determination-of-regulatory-review-period-for-purposes-of-patent-extension-winlevi,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03022.pdf,2024-02-14, WINLEVI,,Tianlun,WINLEVI (clascoterone),"8,143,240; 8,785,427; 8,865,690; 9,211,295; 9,433,628; 9,486,458; and 10,159,682",Cassiopea S.p.A.,"3,102","2,736",366,2012-03-01,2019-08-27,2020-08-26,NDA 213433,"489, 877, 909, 1,042, 1,252, 1,297, or 1,721"
Determination of Regulatory Review Period for Purposes of Patent Extension; VIVISTIM SYSTEM,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for VIVISTIM SYSTEM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11294,2024-03025,https://www.federalregister.gov/documents/2024/02/14/2024-03025/determination-of-regulatory-review-period-for-purposes-of-patent-extension-vivistim-system,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03025.pdf,2024-02-14, VIVISTIM SYSTEM,,Tianlun,VIVISTIM SYSTEM,"9,522,274","MicroTransponder, Inc. (Agent of Board of Regents, The University of Texas System)","2,719","2,540",179,2014-03-20,2021-03-02,2021-08-27,PMA P210007,"1,359"
Determination of Regulatory Review Period for Purposes of Patent Extension; REACTIV8 SYSTEM,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for REACTIV8 SYSTEM and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11289,2024-03026,https://www.federalregister.gov/documents/2024/02/14/2024-03026/determination-of-regulatory-review-period-for-purposes-of-patent-extension-reactiv8-system,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03026.pdf,2024-02-14, REACTIV8 SYSTEM,,Tianlun,REACTIV8 SYSTEM,"8,606,358; 9,474,906; and 9,861,811",Mainstay Medical Limited,"1,729","1,436",293,2015-09-24,2019-08-29,2020-06-16,PMA P190021,"591, 812, or 1,011"
Determination of Regulatory Review Period for Purposes of Patent Extension; SIMPLIFY CERVICAL ARTIFICIAL DISC,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for SIMPLIFY CERVICAL ARTIFICIAL DISC and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of patents which claim that medical device.",89 FR 11286,2024-03024,https://www.federalregister.gov/documents/2024/02/14/2024-03024/determination-of-regulatory-review-period-for-purposes-of-patent-extension-simplify-cervical,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03024.pdf,2024-02-14, SIMPLIFY CERVICAL ARTIFICIAL DISC,,Tianlun,SIMPLIFY CERVICAL ARTIFICIAL DISC,"7,753,956 and 9,107,762",Simplify Medical Pty Ltd.,"2,020","1,842",178,2015-03-11,2020-03-25,2020-09-18,PMA P200022,"1,098"
Determination of Regulatory Review Period for Purposes of Patent Extension; ORGAN CARE SYSTEM HEART,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ORGAN CARE SYSTEM HEART (OCS HEART SYSTEM) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11301,2024-03028,https://www.federalregister.gov/documents/2024/02/14/2024-03028/determination-of-regulatory-review-period-for-purposes-of-patent-extension-organ-care-system-heart,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03028.pdf,2024-02-14, ORGAN CARE SYSTEM HEART,,Tianlun,OCS HEART SYSTEM,"7,651,835","TransMedics, Inc.","5,518","4,535",983,2006-07-28,2018-12-26,2021-09-03,PMA P180051,"1,826"
Determination of Regulatory Review Period for Purposes of Patent Extension; ORGAN CARE SYSTEM LIVER,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for ORGAN CARE SYSTEM LIVER (OCS LIVER) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11303,2024-03034,https://www.federalregister.gov/documents/2024/02/14/2024-03034/determination-of-regulatory-review-period-for-purposes-of-patent-extension-organ-care-system-liver,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03034.pdf,2024-02-14, ORGAN CARE SYSTEM LIVER,,Tianlun,OCS LIVER,"10,076,112","TransMedics, Inc.","2,275","1,819",456,2015-07-09,2020-06-30,2021-09-28,PMA P20031,72
Determination of Regulatory Review Period for Purposes of Patent Extension; PORTICO TRANSCATHETER AORTIC VALVE IMPLANT,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for the PORTICO TRANSCATHETER AORTIC VALVE IMPLANT and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11293,2024-03029,https://www.federalregister.gov/documents/2024/02/14/2024-03029/determination-of-regulatory-review-period-for-purposes-of-patent-extension-portico-transcatheter,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03029.pdf,2024-02-14, PORTICO TRANSCATHETER AORTIC VALVE IMPLANT,,Tianlun,PORTICO TRANSCATHETER AORTIC VALVE IMPLANT,"9,011,527; 9,039,759; 9,241,791; 9,289,292; and 9,775,707","St. Jude Medical, Cardiology Division, Inc.","3,028","2,288",740,2013-06-05,2019-09-09,2021-09-17,PMA P190023,"660; 932; 1,093; 1,459; and 1,486"
"Determination of Regulatory Review Period for Purposes of Patent Extension; TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MILLIMETERS)",Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MILLIMETERS (MM)) and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of applications to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that medical device.",89 FR 11291,2024-03032,https://www.federalregister.gov/documents/2024/02/14/2024-03032/determination-of-regulatory-review-period-for-purposes-of-patent-extension-tack-endovascular-system,https://www.govinfo.gov/content/pkg/FR-2024-02-14/pdf/2024-03032.pdf,2024-02-14," TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MILLIMETERS)",,Tianlun,"TACK ENDOVASCULAR SYSTEM (4F, 1.5-4.5 MM)","9,974,670; 10,137,013; and 10,271,973","Intact Vascular, Inc.","1,203","1,010",193,2016-12-26,2019-10-01,2020-04-10,PMA P190027,"271, 348, or 442"
Determination of Regulatory Review Period for Purposes of Patent Extension; Rybrevant,Notice,Health and Human Services Department; Food and Drug Administration,"The Food and Drug Administration (FDA or the Agency) has determined the regulatory review period for Rybrevant and is publishing this notice of that determination as required by law. FDA has made the determination because of the submission of an application to the Director of the U.S. Patent and Trademark Office (USPTO), Department of Commerce, for the extension of a patent which claims that human biological product.",89 FR 14505,2024-03961,https://www.federalregister.gov/documents/2024/02/27/2024-03961/determination-of-regulatory-review-period-for-purposes-of-patent-extension-rybrevant,https://www.govinfo.gov/content/pkg/FR-2024-02-27/pdf/2024-03961.pdf,2024-02-27, Rybrevant,,Tianlun,Rybrevant (amivantamab-vmjw),"9,593,164","Janssen Biotech, Inc.","1,284","1,105",179,2017-11-16,2020-11-24,2021-05-21,BLA B761210,546
