document_id,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat term ext
2018-23219,,"8,128,929","Imclone LLC, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",3766,3527,239,,,"October 19, 2016",BLA 761038,1003
2018-23438,,,"Eli Lilly and Company, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",3036,2670,366,,,"March 22, 2016",the biologics license application (BLA) for TALTZ (BLA 125521),
2018-23437,,,"Novo Nordisk A/S, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2793,2412,381,,,"May 31, 2017",the biologics license application (BLA) for REBINYN (BLA 125611/0),
2018-23527,,"8,057,541","ReVision Optics, Inc",2354,2074,280,,,"June 29, 2016",the date the investigational device exemption required under section 520(g) of the FD&C Act for human tests to begin became effective,828
2018-26033,,,"Regeneron Pharmaceuticals, Inc",3478,2907,571,"November 15, 2007",,"May 22, 2017",the date the investigational new drug application became effective,
2018-26035,,"8,765,942",Provepharm S,415,232,183,,,"April 8, 2016",the date the investigational new drug application became effective,298
2018-26289,,"7,041,786","Synergy Pharmaceuticals, Inc",3186,2829,357,,,"January 19, 2017",the date the investigational new drug application became effective,1771
2018-26288,,"7,138,390","Intercept Pharmaceuticals, Inc",3742,3408,334,,,"May 27, 2016",NDA 207999,1826
2018-26290,,"9,039,677","Aspire Bariatrics, Inc",2785,2444,341,,,"June 14, 2016",PMA P150024,385
2018-26282,,"6,612,988","Brigham and Women's Hospital, Inc",2050,1785,265,,,"July 11, 2016",the date the investigational device exemption (IDE) required under section 520(g) of the FD&C Act for human tests to begin became effective,1158
2018-27678,,,Abbott Cardiovascular Systems Inc,11303,932,371,,,"July 5, 2016",PMA P150023,1100841
2018-27805,,RE45313,ZP Holding SPV K/S and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration,5500,5133,367,,,"July 27, 2016",the date the investigational new drug application became effective,1826
2018-28221,,,"KAI Pharmaceuticals, Inc",2335,1801,534,"September 19, 2010",,"February 7, 2017",the date the investigational new drug application became effective,
2018-28218,,"7,709,493","Lexicon Pharmaceuticals, Inc",3329,2993,336,"January 20, 2008",,"February 28, 2017",the date the investigational new drug application became effective,1175
2018-28217,,"6,495,541","Agouron Pharmaceuticals, LLC and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration",2644,2464,180,"September 25, 2009",,"December 19, 2016",the date the investigational new drug application became effective,1412
2018-28216,,,Novartis AG and Dana-Farber Cancer Institute Inc,6737,6494,243,,,"April 28, 2017",,
2019-01851,,,the University of Western Australia and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration,512280,1828,452,,,"September 19, 2016",the date the investigational new drug application became effective,
2019-01956,,,"Anacor Pharmaceuticals, Inc",3121,2778,343,,,"December 14, 2016",the date the investigational new drug application became effective,
2019-02036,,"8,071,623",MSD Italia S,3234,3086,148,,,"March 27, 2017",the new drug application (NDA) for ZEJULA (NDA 208447),370
2019-02044,,,Newron Pharmaceuticals S,5019,4205,814,,,"March 21, 2017",NDA 207145,
2019-07459,,RE46365,Shionogi & Co,2523,2157,366,,,"March 23, 2017",the date the investigational new drug application became effective,1140
2019-08609,,"7,741,465",Cabaret Biotech Ltd,3243,3041,202,,,"October 18, 2017",the date the investigational new drug application became effective,1498
2019-09805,,"8,524,733","Auspex Pharmaceuticals, Inc",1736,1060,676,,,"April 3, 2017",the date the investigational new drug application became effective,8
2019-09817,,"6,461,665",W,1136,931,205,,,"January 27, 2017","the date the investigational device exemption required under section 520(g) of the FD&C Act for human tests 
                    

      ( print page 20896)
    
                    to begin became effective",669
2019-10889,,"8,911,493",Edwards Lifesciences Corp,1508,1203,305,,,"August 12, 2016","the date the investigational device exemption (IDE) required under section 520(g) of the FD&C Act for human tests to begin became effective on June 28, 2012.
                

                    2. 
                    The date an application",605
2019-12320,,"9,012,462","ARIAD Pharmaceutials, Inc",2105,1862,243,,,"April 28, 2017",the date the investigational new drug application became effective,81
2019-12305,,,Novartis AG and Astex Therapeutics Ltd,2393,2196,197,"August 26, 2010",,"March 13, 2017",the date the investigational new drug application became effective,
2019-12299,,,"Melinta Therapeutics, Inc",5813,5569,244,,,"June 19, 2017",the new drug application (NDA) for BAXDELA (NDA 208610),
2019-12298,,,"Melinta Therapeutics, Inc",5813,5569,244,,,"June 19, 2017",the NDA 208611 for BAXDELA IV INJECTION,
2019-18816,,,"Puma Biotechnology, Inc",5102,4738,364,,,"July 17, 2017",the date the investigational new drug application became effective,
2019-18805,,"8,029,992","Vericel Corporation, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",345,0,345,,,"December 13, 2016",the biologics license application (BLA) for MACI (BLA 125603),345
2019-18788,,,"Millennium Pharmaceuticals, Inc",4244,4001,243,,,"June 23, 2017",the new drug application (NDA) for BEVYXXA (NDA 208383),
2019-19110,,"9,572,856",George Washington University and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration,1639,1463,176,,,"December 21, 2017",the new drug application (NDA) for GIAPREZA (NDA 209360),241
2019-19205,,"7,939,084","GlaxoSmithKline Biologicals SA, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",3257,2892,365,,,"October 20, 2017",the biologics license application (BLA) for SHINGRIX (BLA 125614),1361
2019-19496,,"8,574,226","Tsunami MedTech, LLC, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",1381,1148,233,,,"June 14, 2017","the date the investigational device exemption (IDE) for human tests to begin, as required under section 520(g) of the FD&C Act, became effective September 4, 2013.
                

                    2. 
                    The date an application",931
2019-19600,,,"Edwards Lifesciences Corporation, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",1858,1491,367,,,"June 29, 2017","the date the investigational device exemption (IDE) for human tests to begin, as required under section 520(g) of the FD&C Act, became effective May 30, 2012.
                

                    2. 
                    The date an application",
2019-20657,,"7,917,224","Med-El Electromedizinische Gerate GmbH, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",4537,4269,268,,,"September 15, 2016",the premarket approval application (PMA) for MED-EL EAS (PMA P000025 S084),998
2019-25821,,,"Indiana University Research and Technology Institute and Ludwig-Maximilians-Universtat Munchen, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",3485,3241,244,,,"April 17, 2018",,
2019-25850,,"8,129,343","Novo Nordisk A/S, and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration",3336,2970,366,"October 19, 2008",,"December 5, 2017",the date the investigational new drug application became effective,1040
2019-26081,,"9,102,731","Amgen, Inc",2042,1675,367,"October 16, 2012",,"May 17, 2018",the date the investigational new drug application became effective,689
2019-26252,,"9,433,688","Trustees of the University of Pennsylvania, the University of Florida Research Foundation, Inc",3809,3591,218,"July 18, 2007",,"December 19, 2017",the date the investigational new drug application became effective,344
2019-26251,,,"Portola Pharmaceuticals, Inc",2171,1302,869,"May 25, 2012",,"May 3, 2018",the date the investigational new drug application became effective,
2019-26327,,,Biomarin Pharmaceutical Inc,3803,3474,329,"December 27, 2007",,"May 24, 2018",the date the investigational new drug application became effective,
2019-26655,,"8,680,136","Rempex Pharmaceuticals, Inc",1316,1072,244,,,"August 29, 2017",the new drug application (NDA) for VABOMERE (NDA 209776),12
2019-26812,,"6,784,197",UCB Biopharma SPRL and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration,2058374293,3753,540,,,"February 18, 2016",NDA 205837 for BRIVIACT INJECTION,1547
2019-26813,,"6,911,461",UCB Biopharma SPRL and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration,4293,3753,540,,,"February 18, 2016",the date the investigational new drug application (IND) became effective,
2019-26814,,"8,492,416",UCB Biopharma SPRL and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration,4293,3753,540,,,"February 18, 2016",the NDA for BRIVIACT ORAL SOLUTION (NDA 205838),698
2020-00936,,,"AbbVie, Inc",1725,1492,233,,,"August 3, 2017",the date the investigational new drug applications became effective,
2020-03115,,,"Endorecherche, Inc",3381,2983,398,,,"November 16, 2016",the date the investigational new drug application became effective,
2020-04362,,,Merck Sharp & Dohme Corp,3452,3089,363,"October 8, 2008",,"March 20, 2018",the date the investigational new drug application became effective,
2020-04363,,,Kyowa Hakko Kirin Co,4127,3763,364,,,"November 14, 2017",the biologics license application (BLA) for FASENRA (BLA 761070),
2020-04545,,"8,039,627","Neurocrine Biosciences, Inc",2071,1827,244,,,"April 11, 2017",NDA 209241,552
2020-15011,,"5,981,826","Cartiva, Inc",2407,1979,428,,,"July 1, 2016",PMA 150017,1429
2020-15013,,"6,335,447",Toyama Chemical Co,2819,2282,537,,,"December 11, 2017",the date the investigational new drug application became effective,1678
2020-15295,,,"Glaukos Corporation, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",2508,2330,178,,,"June 21, 2018","the date the investigational device exemption for human tests to begin, as required under section 520(g) of the FD&C Act became effective,",
2020-18239,,"8,501,439",Dompe Farmaceutici S,1484,1240,244,"August 1, 2014",,"August 22, 2018",the date the investigational new drug application became effective,863
2020-18240,,,"Palatin Technologies, Inc",6721,6265,456,,,"June 21, 2019",the new drug application (NDA) for VYLEESI (NDA 210557),
2020-19036,,,"Kyowa Hakko Kirin, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",3536,3227,309,"December 4, 2008",,"August 8, 2018",the date the investigational new drug application became effective,
2020-19085,,,"Scott & White Memorial Hospital, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",5541,5357,184,,,"December 21, 2018",,
2020-19214,,,the U,4320,4092,228,"November 17, 2006",,"September 13, 2018",the date the investigational new drug application became effective,
2020-20040,,"6,400,974","Senseonics, Inc",3727,3123,604,,,"June 21, 2018",the premarket approval application (PMA) for EVERSENSE CGM SYSTEM (PMA P160048),
2020-20104,,"8,816,055",Dyax Corp,1857,1616,241,,,"August 23, 2018",the biologics license application (BLA) for TAKHZYRO (BLA 761090),849
2021-05372,,"6,100,082","TransMedics, Inc",2341,1672,669,,,"March 22, 2018",PMA P160013,1687
2021-05371,,"6,409,767","European Foot Platform, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",34676,3661,1015,,,"June 4, 2019",the date on which the device is first used with human subjects as part of a clinical investigation to be filed with FDA to secure premarket approval of the device,1825
